from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,benefit,geometry
906,97,-22387993315,6,0.000141,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9388405989562 33.42582437027587, -111.9394161 33.4254973)"
97,906,-22387993315,6,0.000207,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9388405989562 33.42582437027587)"
907,210,-22387993316,6,0.000157,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399652 33.42122870000001, -111.9398957 33.4212893)"
210,907,-22387993316,6,0.000163,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398957 33.4212893, -111.9399652 33.42122870000001)"
908,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361234722819 33.42581693631489, -111.936319 33.4255035)"
332,908,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.9361234722819 33.42581693631489)"
909,108,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936790313194 33.42627898223834, -111.9366206 33.4263351)"
108,909,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366206 33.4263351, -111.936790313194 33.42627898223834)"
910,97,-22387993315,6,0.000425,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391692536493 33.42535448623249, -111.9394161 33.4254973)"
97,910,-22387993315,6,0.000452,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9391692536493 33.42535448623249)"
911,97,-22387993315,6,0.000387,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9388396252564 33.42537580430769, -111.9394161 33.4254973)"
97,911,-22387993315,6,0.000441,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9388396252564 33.42537580430769)"
912,220,-22387993315,6,0.000021,999999.000000,999999.000000,999999,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399420333333 33.42778700000001, -111.9400691 33.4277606)"
220,912,-22388993315,6,0.000018,999999.000000,999999.000000,62,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400691 33.4277606, -111.9399420333333 33.42778700000001)"
913,219,-22387993315,6,0.000005,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398960950642 33.42716302490136, -111.939964 33.4270359)"
219,913,-22387993315,6,0.000020,999999.000000,999999.000000,109,3,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939964 33.4270359, -111.9398960950642 33.42716302490136)"
914,215,-22387993316,6,0.000018,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399411 33.42491766666667, -111.939958 33.4251292)"
215,914,-22387993315,6,0.000039,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939958 33.4251292, -111.9399411 33.42491766666667)"
915,211,-22387993316,6,0.000260,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398638950642 33.42256732490135, -111.9400741 33.4225274)"
211,915,-22388993316,6,0.000257,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400741 33.4225274, -111.9398638950642 33.42256732490135)"
916,211,-22387993316,6,0.000281,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398638049358 33.42253127509863, -111.9400741 33.4225274)"
211,916,-22388993316,6,0.000281,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400741 33.4225274, -111.9398638049358 33.42253127509863)"
923,314,-22387993317,6,0.000408,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9372545775653 33.41805823003833, -111.9366549 33.4176535)"
314,923,-22387993317,6,0.000408,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366549 33.4176535, -111.9372545775653 33.41805823003833)"
924,193,-22387993317,6,0.000477,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9360761 33.4196892, -111.9366173 33.4190676)"
193,924,-22387993317,6,0.000559,999999.000000,999999.000000,23,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9360761 33.4196892)"
927,290,-22387993317,6,0.000524,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355638 33.4159284, -111.9349531 33.4160981)"
290,927,-22386993317,6,0.000461,999999.000000,999999.000000,34,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349531 33.4160981, -111.9355638 33.4159284)"
928,289,-22387993317,6,0.000508,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355638 33.4154369, -111.9349498 33.4155051)"
289,928,-22386993317,6,0.000446,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349498 33.4155051, -111.9355638 33.4154369)"
934,54,-22387993316,6,0.000514,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355277500885 33.42227951838418, -111.9349431 33.4220042)"
54,934,-22386993316,6,0.000514,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349431 33.4220042, -111.9355277500885 33.42227951838418)"
949,320,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9448917935303 33.42972870465316, -111.9449232 33.4294451)"
320,949,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9449232 33.4294451, -111.9448917935303 33.42972870465316)"
951,111,-22387993315,6,0.000825,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9388593606248 33.42643524697868, -111.9385707 33.4271476)"
111,951,-22387993315,6,0.000752,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9385707 33.4271476, -111.9388593606248 33.42643524697868)"
952,190,-22388993316,6,0.001606,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9418782985739 33.42492531167147, -111.9412736 33.4254885)"
190,952,-22388993315,6,0.005000,999999.000000,999999.000000,41,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9418782985739 33.42492531167147)"
