from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,benefit,geometry
283,420,-22387993314,6,0.005000,999999.000000,999999.000000,57,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381867 33.4300134, -111.9380508 33.4300944, -111.9378599 33.4302)"
145,283,-22387993315,18,0.000743,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399635 33.4295773, -111.9398814 33.4295827, -111.9392114 33.4296405, -111.9390802 33.4296518, -111.9387779 33.4297044, -111.9385345 33.4298061, -111.9381867 33.4300134)"
183,124,-22387993316,14,0.000127,999999.000000,999999.000000,109,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398936 33.4218943, -111.9398538 33.4218932, -111.9393175 33.4218971, -111.9389394 33.4218979, -111.9389268 33.4218979, -111.9382466 33.4218977, -111.9381462 33.4218977)"
182,124,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381452 33.4219872, -111.9381462 33.4218977)"
124,182,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381462 33.4218977, -111.9381452 33.4219872)"
64,182,-22387993316,16,0.001940,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9381582 33.4230826, -111.9381521 33.4225867, -111.9381494 33.42237, -111.9381455 33.422052, -111.9381452 33.4219872)"
182,64,-22387993316,16,0.001968,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381452 33.4219872, -111.9381455 33.422052, -111.9381494 33.42237, -111.9381521 33.4225867, -111.9381582 33.4230826, -111.9381595 33.4231914)"
182,231,-22387993316,8,0.000137,999999.000000,999999.000000,103,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381452 33.4219872, -111.938251 33.4219878, -111.9388963 33.4219839, -111.9389328 33.4219836, -111.9390184 33.4219833)"
184,50,-22387993316,6,0.000068,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398966 33.4219821, -111.9400803 33.4219289)"
183,184,-22387993316,6,0.000036,999999.000000,999999.000000,93,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398936 33.4218943, -111.9398966 33.4219821)"
50,183,-22388993316,6,0.000115,999999.000000,999999.000000,999999,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400803 33.4219289, -111.9398936 33.4218943)"
2,286,-22388993315,6,0.000512,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9443252 33.4291446, -111.9448055 33.4291415)"
286,2,-22388993315,6,0.000464,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9448055 33.4291415, -111.9443252 33.4291446)"
288,29,-22388993316,7,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9433507 33.4249452, -111.9433467 33.4253798, -111.943347 33.4254811)"
29,288,-22388993315,7,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.943347 33.4254811, -111.9433467 33.4253798, -111.9433507 33.4249452)"
304,74,-22387993315,6,0.000643,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9356991 33.4255109, -111.9353519 33.4255151)"
74,304,-22387993315,6,0.000595,999999.000000,999999.000000,66,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353519 33.4255151, -111.9356991 33.4255109, -111.9358356 33.4255093)"
139,97,-22387993315,6,0.000273,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399606 33.425492, -111.9398427 33.4254931, -111.9394161 33.4254973)"
97,139,-22387993315,6,0.000235,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9398427 33.4254931, -111.9399606 33.425492)"
38,145,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400872 33.4295692, -111.9400264 33.4295732, -111.9399635 33.4295773)"
175,38,-22388993315,6,0.000071,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400919 33.4296678, -111.9400872 33.4295692)"
425,321,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9445362 33.4302, -111.9445362 33.4301978)"
321,425,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9445362 33.4301978, -111.9445362 33.4302)"
198,426,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430423 33.429831, -111.9431038 33.4299596, -111.9431655 33.4301207, -111.9431842 33.4302)"
119,120,-22387993317,6,0.000337,999999.000000,999999.000000,26,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9370673 33.4162376, -111.9370865 33.4162439, -111.9373124 33.4163246)"
188,429,-22387993314,6,0.005000,999999.000000,999999.000000,56,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399748 33.4301976, -111.9399749 33.4302)"
268,136,-22387993316,6,0.005000,999999.000000,999999.000000,105,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9397193 33.4204945, -111.9398833 33.4204904)"
136,268,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398833 33.4204904, -111.9397193 33.4204945)"
136,338,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398833 33.4204904, -111.939915 33.4204911)"
338,136,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939915 33.4204911, -111.9398833 33.4204904)"
338,340,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939915 33.4204911, -111.9399908 33.4204925)"
340,338,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399908 33.4204925, -111.939915 33.4204911)"
340,122,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399908 33.4204925, -111.9400474 33.4204936)"
122,340,-22388993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400474 33.4204936, -111.9399908 33.4204925)"
267,268,-22387993316,10,0.000636,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389314 33.4205069, -111.9397193 33.4204945)"
268,267,-22387993316,10,0.000689,999999.000000,999999.000000,105,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9397193 33.4204945, -111.9389314 33.4205069)"
320,431,-22388993315,12,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9449232 33.4294451, -111.9447259 33.4294547, -111.9447336 33.4302)"
431,320,-22388993314,12,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9447336 33.4302, -111.9447259 33.4294547, -111.9449232 33.4294451)"
432,320,-22389993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.945 33.4294296, -111.9449232 33.4294451)"
320,432,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9449232 33.4294451, -111.945 33.4294296)"
332,304,-22387993315,6,0.000595,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.9361618 33.4255053, -111.9360994 33.4255061, -111.9358986 33.4255085, -111.9358356 33.4255093)"
304,332,-22387993315,6,0.000547,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9358986 33.4255085, -111.9360994 33.4255061, -111.9361618 33.4255053, -111.936319 33.4255035)"
133,134,-22387993317,6,0.000053,999999.000000,999999.000000,52,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398439 33.4174549, -111.9398468 33.4176189)"
134,342,-22387993317,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398468 33.4176189, -111.9398778 33.4176221)"
342,345,-22387993317,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398778 33.4176221, -111.9399588 33.4176243)"
345,51,-22387993317,6,0.005000,999999.000000,999999.000000,11,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399588 33.4176243, -111.9400362 33.4176249)"
132,133,-22387993317,6,0.000036,999999.000000,999999.000000,52,2,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398371 33.4170325, -111.9398458 33.4171202, -111.9398439 33.4174549)"
314,312,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366549 33.4176535, -111.936655 33.4174833)"
312,314,-22387993317,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936655 33.4174833, -111.9366549 33.4176535)"
333,148,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9377644 33.4242905, -111.9377303 33.4242867, -111.9376966 33.4242926, -111.9376671 33.4243075, -111.9376452 33.4243297, -111.9376334 33.4243567)"
148,333,-22387993316,6,0.000313,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9376334 33.4243567, -111.9376328 33.4243841, -111.9376425 33.4244102, -111.9376617 33.4244324, -111.9376883 33.4244484, -111.9377197 33.4244566, -111.9377525 33.424456, -111.9377834 33.4244468, -111.9378092 33.4244299, -111.9378273 33.4244071, -111.937836 33.4243793, -111.937833 33.4243506, -111.9378189 33.4243244, -111.9377951 33.4243036, -111.9377644 33.4242905)"
42,334,-22388993315,6,0.005000,999999.000000,999999.000000,44,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.940778 33.4264585, -111.9412594 33.4264482)"
334,42,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412594 33.4264482, -111.940778 33.4264585)"
334,189,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412594 33.4264482, -111.9412621 33.4261818, -111.9412674 33.4261177)"
29,357,-22388993315,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.943347 33.4254811, -111.9434737 33.425529, -111.9435719 33.425529)"
357,356,-22388993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9435719 33.425529, -111.943615 33.425529)"
356,3,-22388993315,7,0.005000,999999.000000,999999.000000,49,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.943615 33.425529, -111.9437176 33.425529, -111.9441323 33.4255008, -111.9442814 33.4254737)"
329,358,-22388993315,6,0.005000,999999.000000,999999.000000,51,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9446893 33.4254741, -111.944695 33.4254749)"
358,436,-22388993315,6,0.005000,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.944695 33.4254749, -111.9448428 33.4254941, -111.944983 33.4254941, -111.945 33.4254913)"
437,358,-22389993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.945 33.4254599, -111.9449781 33.4254568, -111.944837 33.4254568, -111.944695 33.4254749)"
359,116,-22388993315,6,0.005000,999999.000000,999999.000000,61,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942523 33.429252, -111.9424907 33.4292857, -111.9424679 33.4293072)"
32,282,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942465 33.4284426, -111.9424693 33.4283595, -111.9424879 33.4281866, -111.9425189 33.4280458, -111.9425545 33.4279426)"
282,32,-22388993315,6,0.005000,999999.000000,999999.000000,57,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9425545 33.4279426, -111.9425189 33.4280458, -111.9424879 33.4281866, -111.9424693 33.4283595, -111.942465 33.4284426)"
360,359,-22388993315,6,0.000325,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427707 33.4291942, -111.9427375 33.4291853, -111.9426983 33.4291776, -111.9426474 33.4291792, -111.9426006 33.4291945, -111.9425565 33.4292191, -111.942523 33.429252)"
360,361,-22388993315,6,0.005000,999999.000000,999999.000000,64,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427707 33.4291942, -111.9427523 33.4291629, -111.9427017 33.4291063)"
118,198,-22388993315,6,0.005000,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9428484 33.4296132, -111.942981 33.4297412, -111.9430423 33.429831)"
72,187,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430761 33.429697, -111.9431536 33.4296654, -111.9433834 33.4295692, -111.9434283 33.4295304)"
187,372,-22388993315,6,0.005000,999999.000000,999999.000000,75,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9434283 33.4295304, -111.9433652 33.4295157, -111.9431097 33.4295999, -111.9430096 33.4296326)"
118,72,-22388993315,6,0.000459,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9428484 33.4296132, -111.9428918 33.4296181, -111.9429964 33.4297012, -111.943038 33.4297088, -111.9430761 33.429697)"
444,110,-22387993315,6,0.000407,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9375865853916 33.42619086021536, -111.9369046 33.4264765)"
110,444,-22387993315,6,0.000333,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9369046 33.4264765, -111.9375865853916 33.42619086021536)"
448,290,-22387993317,6,0.000718,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355249879962 33.41649295171043, -111.9349531 33.4160981)"
290,448,-22386993317,6,0.000648,999999.000000,999999.000000,34,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349531 33.4160981, -111.9355249879962 33.41649295171043)"
449,312,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9362788125786 33.41696009135995, -111.936655 33.4174833)"
312,449,-22387993317,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936655 33.4174833, -111.9362788125786 33.41696009135995)"
450,312,-22387993317,6,0.000403,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9356363680231 33.41721034768429, -111.936655 33.4174833)"
312,450,-22387993317,6,0.000508,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936655 33.4174833, -111.9356363680231 33.41721034768429)"
451,314,-22387993317,6,0.000617,999999.000000,999999.000000,50,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9354974485366 33.41762575029788, -111.9366549 33.4176535)"
314,451,-22387993317,6,0.000733,999999.000000,999999.000000,50,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366549 33.4176535, -111.9354974485366 33.41762575029788)"
452,314,-22387993317,6,0.000467,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361687646759 33.41794461461026, -111.9366549 33.4176535)"
314,452,-22387993317,6,0.000524,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366549 33.4176535, -111.9361687646759 33.41794461461026)"
453,63,-22387993317,7,0.001709,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9378255986374 33.41792530126661, -111.9381178 33.419078)"
63,453,-22387993317,7,0.001674,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381178 33.419078, -111.9378255986374 33.41792530126661)"
454,193,-22387993317,6,0.000441,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9372562507121 33.41888297256338, -111.9366173 33.4190676)"
193,454,-22387993317,6,0.000374,999999.000000,999999.000000,49,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9372562507121 33.41888297256338)"
455,134,-22387993317,6,0.000308,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390414751922 33.41804776551981, -111.9398468 33.4176189)"
134,455,-22387993317,6,0.000387,999999.000000,999999.000000,50,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398468 33.4176189, -111.9390414751922 33.41804776551981)"
456,63,-22387993317,6,0.000314,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9384161263849 33.41868554965327, -111.9381178 33.419078)"
63,456,-22387993317,6,0.000265,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381178 33.419078, -111.9384161263849 33.41868554965327)"
457,203,-22387993317,6,0.000018,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9393999 33.4194169, -111.9398606 33.4193366)"
203,457,-22387993317,6,0.000064,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398606 33.4193366, -111.9393999 33.4194169)"
458,195,-22387993316,6,0.000388,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9377832220037 33.42020245116657, -111.9381205 33.4205221)"
195,458,-22387993316,6,0.000434,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381205 33.4205221, -111.9377832220037 33.42020245116657)"
459,193,-22387993317,6,0.000738,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9373359753222 33.41937244603641, -111.9366173 33.4190676)"
193,459,-22387993317,6,0.000738,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9373359753222 33.41937244603641)"
460,193,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9371206939492 33.41986117524664, -111.9366173 33.4190676)"
193,460,-22387993317,6,0.005000,999999.000000,999999.000000,23,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9371206939492 33.41986117524664)"
461,130,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9369018917017 33.42032503063584, -111.936667 33.4212884)"
130,461,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936667 33.4212884, -111.9369018917017 33.42032503063584)"
462,195,-22387993316,6,0.000703,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9373196 33.42050895, -111.9381205 33.4205221)"
195,462,-22387993316,6,0.000781,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381205 33.4205221, -111.9373196 33.42050895)"
463,195,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9378201362632 33.4209310566375, -111.9381205 33.4205221)"
195,463,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381205 33.4205221, -111.9378201362632 33.4209310566375)"
464,124,-22387993316,6,0.000225,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9375168877276 33.42158481029963, -111.9381462 33.4218977)"
124,464,-22387993316,6,0.000295,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381462 33.4218977, -111.9375168877276 33.42158481029963)"
465,124,-22387993316,6,0.000300,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9378248188351 33.42163300173983, -111.9381462 33.4218977)"
124,465,-22387993316,6,0.000342,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381462 33.4218977, -111.9378248188351 33.42163300173983)"
466,130,-22387993316,6,0.000561,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9370509 33.42154725000001, -111.936667 33.4212884)"
130,466,-22387993316,6,0.000514,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936667 33.4212884, -111.9370509 33.42154725000001)"
467,130,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9370487 33.42101945, -111.936667 33.4212884)"
130,467,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936667 33.4212884, -111.9370487 33.42101945)"
470,193,-22387993317,7,0.000548,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9352841606869 33.41886245559178, -111.9366173 33.4190676)"
193,470,-22387993317,7,0.000682,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9352841606869 33.41886245559178)"
471,67,-22387993317,7,0.000710,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93531345 33.41852355, -111.9339665 33.4183547)"
67,471,-22386993317,7,0.000574,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9339665 33.4183547, -111.93531345 33.41852355)"
472,193,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9359876158318 33.41852749885645, -111.9366173 33.4190676)"
193,472,-22387993317,6,0.005000,999999.000000,999999.000000,23,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9359876158318 33.41852749885645)"
473,193,-22387993317,6,0.000361,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358670949681 33.41911558119676, -111.9366173 33.4190676)"
193,473,-22387993317,6,0.000437,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9358670949681 33.41911558119676)"
474,193,-22387993317,6,0.000423,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9362725995384 33.41911670973946, -111.9366173 33.4190676)"
193,474,-22387993317,6,0.000457,999999.000000,999999.000000,23,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9362725995384 33.41911670973946)"
475,193,-22387993316,7,0.005000,999999.000000,999999.000000,96,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361369624522 33.42011906104774, -111.9366173 33.4190676)"
193,475,-22387993317,7,0.005000,999999.000000,999999.000000,96,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9361369624522 33.42011906104774)"
